draw,date,winning number 1,2,3,4,5,6,extra number,from last,low,high,odd,even,1-10,11-20,21-30,31-40,41-50,division 1 winners,division 1 prize,division 2 winners,division 2 prize,division 3 winners,division 3 prize,division 4 winners,division 4 prize,division 5 winners,division 5 prize,division 6 winners,division 6 prize,division 7 winners,division 7 prize,turnover,main1,main2,main3,main4,main5,main6,extra
08/079,2008-07-15,9.0,17.0,19.0,24.0,38.0,47.0,3.0,38,4.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,669535.0,125.0,42850.0,385.0,4800.0,7281.0,320.0,11407.4,160.0,135367.4,20.0,43380589.0,9,,,,,,
08/080,2008-07-17,15.0,18.0,25.0,27.0,38.0,47.0,2.0,"38,47",2.0,4.0,4.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,23170400.0,4.0,644360.0,155.0,44340.0,364.0,4800.0,8553.0,320.0,11069.2,160.0,157880.4,20.0,52398628.0,15,,,,,,
08/081,2008-07-19,1.0,18.0,24.0,29.0,35.0,46.0,2.0,18,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,609870.0,76.0,42795.0,197.0,4800.0,3589.0,320.0,5323.4,160.0,70015.6,20.0,24596334.0,1,,,,,,
08/082,2008-07-22,10.0,29.0,33.0,40.0,43.0,45.0,8.0,29,1.0,5.0,4.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,862970.0,87.0,52900.0,269.0,4800.0,4974.0,320.0,8427.0,160.0,98441.0,20.0,34896895.0,10,,,,,,
08/083,2008-07-24,5.0,15.0,29.0,31.0,38.0,45.0,48.0,"29,45",2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,14898955.0,3.0,524565.0,292.0,14370.0,423.0,4800.0,10984.2,320.0,10156.0,160.0,149354.4,20.0,40159944.0,5,,,,,,
08/084,2008-07-26,9.0,10.0,12.0,13.0,41.0,48.0,6.0,,4.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,548285.0,59.0,49560.0,241.0,4800.0,3907.4,320.0,8972.0,160.0,77951.8,20.0,24880033.0,9,,,,,,
08/085,2008-07-29,7.0,15.0,25.0,34.0,35.0,38.0,6.0,,2.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,7.0,450145.0,297.0,28290.0,775.4,4800.0,16063.4,320.0,21387.8,160.0,270553.2,20.0,75518001.0,7,,,,,,
08/086,2008-07-31,1.0,8.0,25.0,33.0,34.0,41.0,28.0,"25,34",2.0,4.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,13827980.0,4.0,1002570.0,319.0,33520.0,679.0,4800.0,14447.0,320.0,20992.6,160.0,265275.2,20.0,85048139.0,1,,,,,,
08/087,2008-08-02,4.0,6.0,8.0,11.0,33.0,35.0,25.0,"8,33",4.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,5000000.0,0.0,0.0,112.0,20405.0,410.4,4800.0,6211.8,320.0,8643.6,160.0,108326.8,20.0,25529823.0,4,,,,,,
08/088,2008-08-05,6.0,11.0,16.0,38.0,42.0,49.0,40.0,"6,11",3.0,3.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,376020.0,87.0,46100.0,191.0,4800.0,4963.0,320.0,6395.8,160.0,99560.4,20.0,30626919.0,6,,,,,,
08/089,2008-08-07,3.0,17.0,23.0,24.0,30.0,47.0,26.0,,4.0,2.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,4860685.0,8.0,181330.0,151.0,25615.0,280.0,4800.0,6022.8,320.0,7417.6,160.0,104595.4,20.0,31810457.0,3,,,,,,
08/090,2008-08-09,8.0,15.0,19.0,21.0,32.0,42.0,10.0,,4.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,584050.0,56.0,55620.0,208.0,4800.0,4123.8,320.0,6150.6,160.0,79281.2,20.0,24898736.0,8,,,,,,
08/091,2008-08-12,10.0,11.0,15.0,26.0,28.0,31.0,43.0,15,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,525575.0,124.0,33905.0,246.0,4800.0,6846.0,320.0,6816.0,160.0,120880.0,20.0,34131272.0,10,,,,,,
08/092,2008-08-14,16.0,20.0,23.0,27.0,41.0,46.0,6.0,,3.0,3.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,16071565.0,4.0,528445.0,72.0,78285.0,246.0,4800.0,5106.4,320.0,8380.0,160.0,103911.4,20.0,40221233.0,16,,,,,,
08/093,2008-08-16,14.0,25.0,32.0,38.0,43.0,46.0,35.0,46,1.0,5.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,1.0,5000000.0,2.0,625115.0,72.0,46305.0,174.0,4800.0,3300.0,320.0,5117.4,160.0,63117.2,20.0,24317763.0,14,,,,,,
08/094,2008-08-19,7.0,19.0,24.0,26.0,32.0,39.0,20.0,32,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,342835.0,108.0,33860.0,210.0,4800.0,4805.0,320.0,5737.0,160.0,90956.8,20.0,28387309.0,7,,,,,,
08/095,2008-08-21,1.0,3.0,20.0,21.0,35.0,37.0,46.0,,4.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,522440.0,86.0,48595.0,191.0,4800.0,5069.6,320.0,5040.0,160.0,98275.4,20.0,31098537.0,1,,,,,,
08/096,2008-08-23,3.0,9.0,10.0,20.0,25.0,34.0,41.0,"3,20",4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,13831390.0,1.0,1376470.0,127.0,28900.0,202.0,4800.0,6287.0,320.0,5612.0,160.0,110394.2,20.0,29946843.0,3,,,,,,
08/097,2008-08-26,2.0,13.0,19.0,25.0,30.0,43.0,44.0,25,3.0,3.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1425725.0,76.0,50025.0,152.0,4800.0,4151.4,320.0,4968.0,160.0,82515.4,20.0,27681710.0,2,,,,,,
08/098,2008-08-28,1.0,21.0,27.0,31.0,34.0,38.0,10.0,,2.0,4.0,4.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1452825.0,87.0,44530.0,283.0,4800.0,5230.8,320.0,8123.0,160.0,98759.8,20.0,31389892.0,1,,,,,,
08/099,2008-08-30,2.0,8.0,10.0,37.0,44.0,49.0,22.0,,3.0,3.0,2.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,812910.0,73.0,59390.0,322.0,4800.0,4859.0,320.0,9269.0,160.0,100591.0,20.0,34270616.0,2,,,,,,
08/100,2008-09-02,9.0,13.0,16.0,22.0,24.0,31.0,18.0,,5.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1050495.0,169.0,33150.0,524.0,4800.0,10465.6,320.0,14240.0,160.0,181889.4,20.0,50319031.0,9,,,,,,
08/101,2008-09-04,7.0,17.0,22.0,26.0,31.0,42.0,12.0,"22,31",3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,598705.0,198.4,40235.0,613.0,4800.0,10804.8,320.0,17436.8,160.0,202796.6,20.0,65141481.0,7,,,,,,
08/102,2008-09-06,4.0,10.0,18.0,22.0,23.0,38.0,35.0,22,5.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,2.0,19842215.0,7.0,484040.0,319.0,28320.0,748.0,4800.0,17218.4,320.0,20651.4,160.0,303513.2,20.0,80180575.0,4,,,,,,
08/103,2008-09-09,3.0,7.0,15.0,23.0,29.0,48.0,5.0,23,4.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,20794020.0,15.0,301955.0,348.0,34705.0,1053.0,4800.0,19611.0,320.0,32884.2,160.0,356823.0,20.0,105388681.0,3,,,,,,
08/104,2008-09-11,2.0,8.0,12.0,20.0,25.0,49.0,34.0,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,5000000.0,2.0,567985.0,146.0,20745.0,247.0,4800.0,7187.8,320.0,6339.0,160.0,115672.8,20.0,28028845.0,2,,,,,,
08/105,2008-09-13,3.0,8.0,9.0,16.0,34.0,46.0,42.0,8,4.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1165725.0,86.0,36145.0,204.8,4800.0,5491.0,320.0,5523.8,160.0,104906.4,20.0,26411557.0,3,,,,,,
08/106,2008-09-16,4.0,9.0,14.0,25.0,36.0,40.0,45.0,9,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,9031915.0,2.0,671985.0,151.0,23730.0,319.0,4800.0,7433.8,320.0,8899.8,160.0,113809.4,20.0,32326152.0,4,,,,,,
08/107,2008-09-18,2.0,17.0,34.0,38.0,46.0,49.0,33.0,,2.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,5000000.0,2.0,721365.0,52.0,73985.0,137.0,4800.0,3397.4,320.0,4669.8,160.0,67319.4,20.0,26681126.0,2,,,,,,
08/108,2008-09-20,4.0,5.0,10.0,27.0,28.0,49.0,46.0,49,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,279720.0,122.0,24455.0,178.0,4800.0,5424.6,320.0,4224.0,160.0,90657.2,20.0,24585622.0,4,,,,,,
08/109,2008-09-25,1.0,4.0,15.0,16.0,29.0,46.0,30.0,4,4.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2072735.0,129.0,42845.0,296.0,4800.0,6685.8,320.0,8832.4,160.0,127312.4,20.0,42045508.0,1,,,,,,
08/110,2008-09-27,7.0,17.0,33.0,36.0,39.0,44.0,31.0,,2.0,4.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,352515.0,116.0,40515.0,332.0,4800.0,6401.8,320.0,8720.0,160.0,116874.8,20.0,37569733.0,7,,,,,,
08/111,2008-09-30,11.0,26.0,27.0,39.0,40.0,47.0,34.0,39,1.0,5.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,7.0,396955.0,159.0,46600.0,427.0,4800.0,8490.8,320.0,10927.2,160.0,162523.0,20.0,55781883.0,11,,,,,,
08/112,2008-10-02,13.0,17.0,20.0,29.0,32.0,42.0,15.0,,3.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,35092340.0,3.0,1138915.0,178.0,51185.0,452.0,4800.0,10199.0,320.0,13759.4,160.0,192506.4,20.0,67622368.0,13,,,,,,
08/113,2008-10-04,4.0,14.0,16.0,19.0,22.0,35.0,9.0,,5.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,316155.0,94.0,26905.0,337.0,4800.0,5103.0,320.0,9627.0,160.0,83841.6,20.0,24844910.0,4,,,,,,
08/114,2008-10-07,4.0,10.0,26.0,34.0,46.0,49.0,5.0,4,2.0,4.0,1.0,5.0,2.0,0.0,1.0,1.0,2.0,2.0,4535500.0,5.0,271400.0,298.0,12140.0,379.0,4800.0,8823.0,320.0,8792.4,160.0,111504.2,20.0,33742275.0,4,,,,,,
08/115,2008-10-09,1.0,2.0,12.0,19.0,27.0,38.0,41.0,,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,14349375.0,9.0,322175.0,292.4,26440.0,547.0,4800.0,14793.8,320.0,14048.4,160.0,248281.6,20.0,66324768.0,1,,,,,,
08/116,2008-10-11,8.0,11.0,35.0,37.0,38.0,46.0,27.0,38,2.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,314110.0,66.0,50765.0,148.0,4800.0,3898.2,320.0,5588.4,160.0,78483.0,20.0,25234063.0,8,,,,,,
08/117,2008-10-14,11.0,14.0,19.0,21.0,41.0,44.0,31.0,11,4.0,2.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,9694050.0,5.0,312935.0,108.0,38630.0,420.0,4800.0,5251.8,320.0,10159.8,160.0,97139.2,20.0,34681133.0,11,,,,,,
08/118,2008-10-16,6.0,21.0,31.0,40.0,42.0,44.0,7.0,"21,44",2.0,4.0,2.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,466935.0,45.0,83010.0,177.0,4800.0,3300.0,320.0,5837.0,160.0,69414.0,20.0,26833726.0,6,,,,,,
08/119,2008-10-18,3.0,6.0,7.0,9.0,32.0,35.0,24.0,6,4.0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,181340.0,143.4,16860.0,441.4,4800.0,8264.4,320.0,10312.6,160.0,138971.6,20.0,29324743.0,3,,,,,,
08/120,2008-10-21,1.0,8.0,9.0,32.0,35.0,37.0,14.0,"9,32,35",3.0,3.0,4.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,288970.0,142.0,32560.0,334.0,4800.0,7331.4,320.0,9361.0,160.0,144213.4,20.0,38950598.0,1,,,,,,
08/121,2008-10-23,5.0,9.0,19.0,21.0,27.0,46.0,37.0,9,4.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,407305.0,193.0,28135.0,406.0,4800.0,10608.4,320.0,11404.0,160.0,182581.8,20.0,47665584.0,5,,,,,,
08/122,2008-10-25,3.0,13.0,18.0,20.0,22.0,30.0,39.0,,5.0,1.0,2.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,584900.0,198.0,31505.0,476.0,4800.0,11632.8,320.0,12748.2,160.0,199594.2,20.0,54034852.0,3,,,,,,
08/123,2008-10-28,3.0,10.0,11.0,13.0,26.0,48.0,9.0,"3,13",4.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,623895.0,289.0,28780.0,1029.0,4800.0,15381.4,320.0,27738.6,160.0,269417.4,20.0,78779897.0,3,,,,,,
08/124,2008-10-30,5.0,13.0,23.0,33.0,37.0,40.0,39.0,13,3.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,48890260.0,10.0,449390.0,281.0,42645.0,859.4,4800.0,18329.6,320.0,23168.0,160.0,326807.6,20.0,98437363.0,5,,,,,,
08/125,2008-11-01,11.0,17.0,19.0,23.0,32.0,44.0,25.0,23,4.0,2.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,304665.0,80.0,40620.0,193.0,4800.0,4477.6,320.0,5583.4,160.0,81121.4,20.0,25560969.0,11,,,,,,
08/126,2008-11-03,1.0,8.0,20.0,25.0,38.0,43.0,39.0,,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,107.0,29445.0,197.0,4800.0,5175.4,320.0,5888.0,160.0,94273.0,20.0,26085656.0,1,,,,,,
08/127,2008-11-06,5.0,6.0,28.0,35.0,42.0,43.0,4.0,43,2.0,4.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1133640.0,150.0,40305.0,400.8,4800.0,8692.4,320.0,11510.6,160.0,164337.2,20.0,48970365.0,5,,,,,,
08/128,2008-11-09,1.0,4.0,6.0,15.0,24.0,48.0,43.0,6,5.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,1.0,2.0,12176225.0,4.0,651990.0,136.0,51135.0,314.0,4800.0,10457.8,320.0,10307.0,160.0,194907.6,20.0,54642426.0,1,,,,,,
08/129,2008-11-11,17.0,19.0,20.0,27.0,32.0,35.0,11.0,,3.0,3.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,1552840.0,228.0,36320.0,835.0,4800.0,12134.8,320.0,23226.4,160.0,217835.0,20.0,71696916.0,17,,,,,,
08/130,2008-11-13,9.0,10.0,20.0,33.0,34.0,43.0,42.0,20,3.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,13659900.0,7.0,555360.0,252.0,41135.0,673.0,4800.0,14941.6,320.0,18039.0,160.0,275258.2,20.0,83117323.0,9,,,,,,
08/131,2008-11-15,2.0,5.0,8.0,24.0,32.0,37.0,35.0,,4.0,2.0,2.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,197910.0,143.0,18450.0,316.4,4800.0,6268.8,320.0,8519.2,160.0,105765.6,20.0,26393845.0,2,,,,,,
08/132,2008-11-18,5.0,11.0,18.0,28.0,29.0,32.0,10.0,"5,32",3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,275850.0,148.0,24850.0,508.8,4800.0,8543.2,320.0,13071.8,160.0,144654.2,20.0,37528101.0,5,,,,,,
08/133,2008-11-20,4.0,13.0,31.0,36.0,40.0,41.0,49.0,,2.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,14286415.0,10.0,171620.0,179.0,25565.0,788.0,4800.0,7957.6,320.0,10199.0,160.0,131142.6,20.0,42882294.0,4,,,,,,
08/134,2008-11-22,1.0,3.0,4.0,17.0,24.0,28.0,7.0,4,5.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,108530.0,136.0,14895.0,716.0,4800.0,6102.2,320.0,16472.8,160.0,103589.4,20.0,25767334.0,1,,,,,,
08/135,2008-11-25,3.0,9.0,18.0,38.0,46.0,48.0,13.0,3,3.0,3.0,2.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1424555.0,123.0,30880.0,407.0,4800.0,7624.2,320.0,10933.2,160.0,131080.4,20.0,35556622.0,3,,,,,,
08/136,2008-11-27,4.0,6.0,14.0,21.0,36.0,46.0,41.0,46,4.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,323825.0,150.0,34540.0,335.0,4800.0,7031.8,320.0,8472.4,160.0,128502.2,20.0,40774183.0,4,,,,,,
08/137,2008-11-29,5.0,6.0,27.0,33.0,36.0,37.0,48.0,"6,36",2.0,4.0,4.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,21325340.0,1.0,2074245.0,192.0,28805.0,321.0,4800.0,9515.8,320.0,9710.0,160.0,167684.6,20.0,45720566.0,5,,,,,,
08/138,2008-12-02,3.0,13.0,29.0,30.0,31.0,43.0,8.0,,2.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5000000.0,3.0,393010.0,141.0,22295.0,372.4,4800.0,6239.8,320.0,10186.6,160.0,97896.2,20.0,29647582.0,3,,,,,,
08/139,2008-12-04,8.0,10.0,28.0,35.0,37.0,47.0,12.0,,2.0,4.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,616410.0,85.0,38675.0,241.0,4800.0,4676.0,320.0,7710.4,160.0,90617.8,20.0,27279254.0,8,,,,,,
08/140,2008-12-07,4.0,9.0,17.0,26.0,28.0,30.0,1.0,28,3.0,3.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,127840.0,113.0,27150.0,470.2,4800.0,6457.4,320.0,12568.4,160.0,112115.6,20.0,31492017.0,4,,,,,,
08/141,2008-12-09,7.0,14.0,21.0,43.0,44.0,47.0,35.0,,3.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,29663860.0,11.0,292840.0,210.0,40905.0,529.0,4800.0,11275.0,320.0,15401.0,160.0,198044.2,20.0,66984116.0,7,,,,,,
08/142,2008-12-11,1.0,10.0,11.0,41.0,47.0,48.0,20.0,47,3.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,5000000.0,3.0,422985.0,130.0,26025.0,189.0,4800.0,5305.0,320.0,6204.4,160.0,90006.8,20.0,27211172.0,1,,,,,,
08/143,2008-12-13,1.0,7.0,27.0,36.0,40.0,48.0,13.0,"1,48",2.0,4.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,235605.0,73.0,43030.0,234.0,4800.0,3774.8,320.0,7172.4,160.0,78182.6,20.0,25319936.0,1,,,,,,
08/144,2008-12-16,21.0,29.0,32.0,36.0,38.0,44.0,43.0,36,1.0,5.0,2.0,4.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,595360.0,114.0,41775.0,211.0,4800.0,4741.2,320.0,7233.2,160.0,92755.0,20.0,34495071.0,21,,,,,,
08/145,2008-12-18,2.0,22.0,27.0,31.0,40.0,46.0,13.0,,2.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,16252200.0,3.0,654880.0,96.0,54570.0,330.0,4800.0,5483.0,320.0,9709.8,160.0,108392.8,20.0,39727696.0,2,,,,,,
08/146,2008-12-21,6.0,13.0,20.0,26.0,34.0,40.0,10.0,40,3.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1273320.0,80.0,42440.0,272.0,4800.0,4164.2,320.0,7716.2,160.0,78067.4,20.0,27337869.0,6,,,,,,
08/147,2008-12-23,22.0,24.0,26.0,29.0,33.0,48.0,46.0,26,2.0,4.0,2.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,8.0,552150.0,270.0,43625.0,681.0,4800.0,15810.0,320.0,18745.0,160.0,291001.6,20.0,91681157.0,22,,,,,,
08/148,2008-12-27,2.0,17.0,19.0,21.0,24.0,34.0,18.0,24,5.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,29659155.0,10.0,602220.0,382.0,42035.0,1024.0,4800.0,19614.6,320.0,27626.6,160.0,361675.4,20.0,124008231.0,2,,,,,,
08/149,2008-12-30,4.0,8.0,18.0,29.0,40.0,47.0,9.0,,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,272815.0,62.0,58670.0,267.0,4800.0,4272.4,320.0,8846.0,160.0,86861.6,20.0,29249504.0,4,,,,,,
09/001,2009-01-03,2.0,10.0,16.0,21.0,22.0,30.0,26.0,,5.0,1.0,1.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,403705.0,177.0,24325.0,419.0,4800.0,8219.6,320.0,10420.6,160.0,137588.6,20.0,38686625.0,2,,,,,,
09/002,2009-01-06,9.0,14.0,23.0,30.0,42.0,45.0,19.0,30,3.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,8335270.0,4.0,568835.0,163.6,37085.0,371.0,4800.0,8396.4,320.0,10898.8,160.0,154668.4,20.0,48100179.0,9,,,,,,
09/003,2009-01-08,18.0,19.0,22.0,33.0,42.0,46.0,7.0,42,3.0,3.0,2.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,8.0,166170.0,93.0,38115.0,230.0,4800.0,4610.0,320.0,6698.2,160.0,83064.2,20.0,27872885.0,18,,,,,,
09/004,2009-01-11,3.0,7.0,16.0,19.0,44.0,47.0,31.0,19,4.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,554585.0,69.0,64300.0,206.0,4800.0,4926.0,320.0,6876.6,160.0,97727.6,20.0,32979008.0,3,,,,,,
09/005,2009-01-13,12.0,15.0,36.0,40.0,41.0,49.0,42.0,,2.0,4.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,16231080.0,2.0,1039965.0,109.0,50885.0,296.0,4800.0,6777.4,320.0,8243.0,160.0,123794.2,20.0,41892462.0,12,,,,,,
09/006,2009-01-15,6.0,9.0,10.0,12.0,24.0,32.0,30.0,12,5.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,5000000.0,5.0,155540.0,227.0,9600.0,450.0,4800.0,9186.0,320.0,10740.4,160.0,130927.6,20.0,26913079.0,6,,,,,,
09/007,2009-01-17,1.0,15.0,16.0,28.0,29.0,47.0,37.0,,3.0,3.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,5000000.0,6.0,212295.0,87.0,39040.0,178.0,4800.0,4225.6,320.0,5134.6,160.0,80296.6,20.0,25862773.0,1,,,,,,
09/008,2009-01-20,5.0,13.0,22.0,29.0,34.0,42.0,37.0,29,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,14.0,355430.0,422.0,31440.0,1047.0,4800.0,20610.2,320.0,25473.2,160.0,366309.4,20.0,110143413.0,5,,,,,,
09/009,2009-01-23,5.0,17.0,37.0,38.0,44.0,47.0,12.0,5,2.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,37514940.0,7.0,1052460.0,463.0,42430.0,1065.0,4800.0,25963.2,320.0,33807.2,160.0,476274.0,20.0,152457863.0,5,,,,,,
09/010,2009-01-25,4.0,12.0,19.0,40.0,44.0,47.0,49.0,"44,47",3.0,3.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1255665.0,58.0,57730.0,161.0,4800.0,3577.0,320.0,4649.0,160.0,69326.6,20.0,24531204.0,4,,,,,,
09/011,2009-01-27,7.0,13.0,17.0,21.0,42.0,45.0,36.0,,4.0,2.0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,613020.0,100.0,32690.0,311.0,4800.0,4544.4,320.0,6453.6,160.0,85883.2,20.0,27183768.0,7,,,,,,
09/012,2009-01-29,6.0,8.0,9.0,17.0,25.0,36.0,4.0,17,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,168980.0,251.8,14315.0,620.0,4800.0,11701.4,320.0,15997.0,160.0,185600.8,20.0,42399637.0,6,,,,,,
09/013,2009-01-31,4.0,9.0,10.0,14.0,24.0,29.0,38.0,9,5.0,1.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,3.0,6222920.0,4.0,494585.0,342.0,15425.0,508.8,4800.0,13932.2,320.0,13918.8,160.0,215509.6,20.0,51724251.0,4,,,,,,
09/014,2009-02-03,8.0,12.0,26.0,31.0,44.0,46.0,42.0,,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,5000000.0,1.0,1657005.0,90.0,49095.0,233.0,4800.0,5116.4,320.0,6734.2,160.0,98719.6,20.0,33234733.0,8,,,,,,
09/015,2009-02-05,3.0,23.0,25.0,36.0,46.0,47.0,20.0,46,2.0,4.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,777650.0,82.0,50575.0,185.0,4800.0,4624.0,320.0,5227.4,160.0,85234.8,20.0,30190654.0,3,,,,,,
09/016,2009-02-07,9.0,12.0,42.0,44.0,45.0,48.0,35.0,,2.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,398385.0,141.0,30135.0,211.0,4800.0,7322.0,320.0,6556.0,160.0,109288.8,20.0,33824023.0,9,,,,,,
09/017,2009-02-10,4.0,6.0,14.0,21.0,24.0,48.0,8.0,48,5.0,1.0,1.0,5.0,2.0,1.0,2.0,0.0,1.0,2.0,7699240.0,9.0,208065.0,170.0,29370.0,714.8,4800.0,9369.6,320.0,17067.0,160.0,158712.0,20.0,48246308.0,4,,,,,,
09/018,2009-02-12,10.0,14.0,22.0,28.0,32.0,42.0,36.0,14,3.0,3.0,0.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,424875.0,83.0,40950.0,266.0,4800.0,5777.2,320.0,7495.2,160.0,100664.0,20.0,29029643.0,10,,,,,,
