draw,date,winning number 1,2,3,4,5,6,extra number,from last,low,high,odd,even,1-10,11-20,21-30,31-40,41-50,division 1 winners,division 1 prize,division 2 winners,division 2 prize,division 3 winners,division 3 prize,division 4 winners,division 4 prize,division 5 winners,division 5 prize,division 6 winners,division 6 prize,division 7 winners,division 7 prize,turnover,main1,main2,main3,main4,main5,main6,extra
21/036,2021-05-11,15.0,22.0,30.0,31.0,35.0,45.0,6.0,22,2.0,4.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,0.5,22829870.0,0.5,1349470.0,91.5,78650.0,223.0,9600.0,4128.2,640.0,6013.4,320.0,77540.4,40.0,54780065.0,15,,,,,,
21/037,2021-05-14,5.0,14.0,28.0,29.0,31.0,37.0,11.0,31,2.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,14831010.0,3.0,609180.0,134.0,36360.0,279.0,9600.0,4679.4,640.0,6599.7,320.0,71882.2,40.0,44535503.0,5,,,,,,
21/038,2021-05-18,2.0,9.0,26.0,34.0,35.0,36.0,4.0,,2.0,4.0,2.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,550760.0,61.2,71990.0,149.0,9600.0,2811.6,640.0,3924.6,320.0,52203.7,40.0,34589888.0,2,,,,,,
21/039,2021-05-21,8.0,14.0,31.0,37.0,44.0,47.0,38.0,,2.0,4.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,1017075.0,37.5,144650.0,113.5,9600.0,2544.0,640.0,3606.2,320.0,51331.3,40.0,38568911.0,8,,,,,,
21/040,2021-05-25,1.0,7.0,19.0,22.0,27.0,49.0,20.0,,4.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,0.5,9903745.0,1.0,1562650.0,147.0,28340.0,264.0,9600.0,6479.2,640.0,6748.0,320.0,101833.9,40.0,45114491.0,1,,,,,,
21/041,2021-05-28,5.0,12.0,30.0,43.0,44.0,45.0,21.0,,2.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,38.5,148910.0,161.5,9600.0,2933.0,640.0,4670.3,320.0,61402.9,40.0,42830097.0,5,,,,,,
21/042,2021-06-01,1.0,6.0,16.0,28.0,33.0,36.0,8.0,,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,8.0,180470.0,167.5,22980.0,672.9,9600.0,7024.4,640.0,12411.0,320.0,100186.2,40.0,48969186.0,1,,,,,,
21/043,2021-06-04,2.0,6.0,16.0,22.0,34.0,49.0,45.0,"6,16",4.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,62.5,109780.0,143.5,9600.0,4333.6,640.0,4792.5,320.0,85358.4,40.0,51757606.0,2,,,,,,
21/044,2021-06-08,7.0,13.0,21.0,24.0,28.0,30.0,10.0,,4.0,2.0,3.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,5.5,401870.0,141.5,41650.0,483.5,9600.0,6553.7,640.0,11151.7,320.0,112299.8,40.0,61276144.0,7,,,,,,
21/045,2021-06-11,2.0,3.0,15.0,29.0,41.0,43.0,7.0,,3.0,3.0,5.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1184200.0,64.0,148020.0,247.5,9600.0,4607.5,640.0,7419.4,320.0,92655.9,40.0,69317963.0,2,,,,,,
21/046,2021-06-15,3.0,11.0,13.0,22.0,44.0,45.0,4.0,3,4.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,0.5,30484265.0,2.5,1407060.0,117.5,79830.0,353.5,9600.0,7308.7,640.0,10631.8,320.0,130295.1,40.0,78621308.0,3,,,,,,
21/047,2021-06-17,1.0,25.0,31.0,34.0,42.0,48.0,20.0,,1.0,5.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,37883790.0,2.0,1233250.0,57.0,115390.0,170.5,9600.0,3367.5,640.0,4798.5,320.0,68130.3,40.0,48374806.0,1,,,,,,
21/048,2021-06-19,4.0,15.0,17.0,32.0,38.0,43.0,30.0,,3.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,116630.0,94.5,9600.0,1985.5,640.0,2522.2,320.0,41146.1,40.0,30530545.0,4,,,,,,
21/049,2021-06-22,1.0,5.0,7.0,24.0,26.0,30.0,8.0,,4.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,203820.0,128.2,25430.0,522.0,9600.0,5605.8,640.0,11236.7,320.0,86953.1,40.0,41479405.0,1,,,,,,
21/050,2021-06-24,4.0,11.0,14.0,21.0,38.0,48.0,31.0,,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,53.0,95740.0,152.0,9600.0,3387.3,640.0,4371.4,320.0,62641.0,40.0,39764355.0,4,,,,,,
21/051,2021-06-27,2.0,7.0,11.0,27.0,37.0,42.0,28.0,11,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,26050660.0,1.0,1717180.0,118.0,38800.0,336.0,9600.0,5729.4,640.0,7677.8,320.0,89907.8,40.0,47269835.0,2,,,,,,
21/052,2021-06-29,10.0,16.0,24.0,39.0,44.0,47.0,28.0,,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1640140.0,42.5,102910.0,121.5,9600.0,2082.0,640.0,3121.5,320.0,41488.5,40.0,31801856.0,10,,,,,,
21/053,2021-07-03,7.0,9.0,24.0,29.0,37.0,48.0,17.0,24,3.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,13120260.0,1.5,1137830.0,79.5,57240.0,230.0,9600.0,4337.2,640.0,6519.5,320.0,76635.7,40.0,41924408.0,7,,,,,,
21/054,2021-07-06,2.0,6.0,15.0,16.0,26.0,34.0,14.0,,4.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.5,930270.0,61.5,60500.0,164.5,9600.0,4129.3,640.0,4603.4,320.0,65970.9,40.0,34364266.0,2,,,,,,
21/055,2021-07-08,7.0,9.0,13.0,27.0,39.0,43.0,42.0,,3.0,3.0,6.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,813395.0,68.5,63330.0,141.0,9600.0,3965.4,640.0,3966.2,320.0,71689.4,40.0,36937249.0,7,,,,,,
21/056,2021-07-10,25.0,28.0,34.0,37.0,40.0,49.0,33.0,,0.0,6.0,3.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.5,1412130.0,33.0,171160.0,114.0,9600.0,2369.5,640.0,3912.0,320.0,50207.6,40.0,39609288.0,25,,,,,,
21/057,2021-07-13,9.0,13.0,21.0,35.0,38.0,48.0,20.0,,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.5,871120.0,86.0,67520.0,228.9,9600.0,4556.2,640.0,6179.5,320.0,80840.7,40.0,48664960.0,9,,,,,,
21/058,2021-07-15,6.0,19.0,22.0,23.0,28.0,49.0,20.0,,4.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.5,1160065.0,78.0,79320.0,180.0,9600.0,4996.0,640.0,5764.6,320.0,93558.6,40.0,50944039.0,6,,,,,,
21/059,2021-07-17,1.0,6.0,16.0,30.0,32.0,47.0,12.0,6,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,42438580.0,1.0,2578770.0,67.0,102630.0,234.5,9600.0,4411.0,640.0,7859.8,320.0,86910.5,40.0,55477589.0,1,,,,,,
21/060,2021-07-20,2.0,7.0,15.0,19.0,31.0,49.0,46.0,,4.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.5,885140.0,82.5,42910.0,187.5,9600.0,4016.4,640.0,3486.5,320.0,67428.7,40.0,33166927.0,2,,,,,,
21/061,2021-07-22,2.0,3.0,4.0,5.0,8.0,23.0,27.0,2,6.0,0.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0,3.5,2362510.0,7.0,38400.0,635.3,19200.0,444.0,9600.0,14144.8,640.0,7686.3,320.0,110616.7,40.0,36705647.0,2,,,,,,
21/062,2021-07-24,11.0,12.0,25.0,27.0,28.0,34.0,46.0,,2.0,4.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,1.5,5333330.0,0.0,0.0,71.5,49770.0,97.5,9600.0,3329.3,640.0,2754.0,320.0,58472.0,40.0,29747956.0,11,,,,,,
21/063,2021-07-27,8.0,11.0,19.0,22.0,29.0,44.0,14.0,11,4.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,468050.0,84.0,44570.0,157.5,9600.0,3920.9,640.0,4366.0,320.0,67397.2,40.0,34076454.0,8,,,,,,
21/064,2021-08-01,1.0,4.0,9.0,21.0,36.0,42.0,3.0,,4.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.5,33424220.0,3.5,1155840.0,215.5,50050.0,551.9,9600.0,10449.6,640.0,17165.2,320.0,182511.6,40.0,100770911.0,1,,,,,,
21/065,2021-08-03,10.0,13.0,15.0,29.0,31.0,39.0,47.0,,3.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,772845.0,32.0,128800.0,109.0,9600.0,2373.0,640.0,2688.5,320.0,46118.4,40.0,30729572.0,10,,,,,,
21/066,2021-08-05,10.0,17.0,19.0,25.0,36.0,39.0,31.0,"10,39",3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,937150.0,50.5,98970.0,143.5,9600.0,2640.8,640.0,3768.2,320.0,51102.5,40.0,37127431.0,10,,,,,,
21/067,2021-08-07,13.0,14.0,26.0,34.0,35.0,44.0,12.0,,2.0,4.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.5,567090.0,73.0,72500.0,175.0,9600.0,3648.2,640.0,4719.5,320.0,62458.9,40.0,41785637.0,13,,,,,,
21/068,2021-08-10,4.0,12.0,14.0,17.0,22.0,32.0,41.0,14,5.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,3.5,717120.0,83.2,80440.0,192.5,9600.0,4430.2,640.0,5089.0,320.0,86167.6,40.0,52122938.0,4,,,,,,
21/069,2021-08-12,20.0,21.0,30.0,34.0,36.0,37.0,29.0,,2.0,4.0,2.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1348300.0,71.5,100570.0,201.2,9600.0,4318.1,640.0,5289.3,320.0,78782.2,40.0,54248894.0,20,,,,,,
21/070,2021-08-14,11.0,12.0,19.0,38.0,39.0,41.0,6.0,,3.0,3.0,4.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,2603380.0,152.5,45520.0,280.5,9600.0,5622.3,640.0,7776.2,320.0,101034.7,40.0,59061589.0,11,,,,,,
21/071,2021-08-19,4.0,26.0,28.0,31.0,32.0,33.0,8.0,,1.0,5.0,2.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,4.5,955670.0,174.0,65900.0,448.5,9600.0,8373.4,640.0,13958.0,320.0,150374.1,40.0,95651831.0,4,,,,,,
21/072,2021-08-21,2.0,5.0,18.0,21.0,42.0,48.0,46.0,,4.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1414670.0,127.0,89110.0,435.5,9600.0,8138.0,640.0,10126.5,320.0,156880.7,40.0,92586446.0,2,,,,,,
21/073,2021-08-26,5.0,10.0,17.0,30.0,43.0,44.0,40.0,5,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,91247640.0,2.5,2911170.0,178.5,108720.0,646.5,9600.0,11346.5,640.0,18445.9,320.0,221910.3,40.0,151047187.0,5,,,,,,
21/074,2021-08-28,2.0,14.0,15.0,16.0,33.0,45.0,19.0,,4.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1571830.0,49.2,85190.0,112.5,9600.0,2747.5,640.0,3398.6,320.0,50209.3,40.0,32314122.0,2,,,,,,
21/075,2021-08-31,1.0,12.0,23.0,29.0,45.0,46.0,48.0,45,3.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,14105370.0,2.0,1017560.0,160.5,33810.0,144.0,9600.0,4423.9,640.0,4034.5,320.0,70576.5,40.0,43031732.0,1,,,,,,
21/076,2021-09-02,10.0,28.0,39.0,45.0,48.0,49.0,15.0,45,1.0,5.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1694220.0,62.5,72280.0,108.5,9600.0,2882.0,640.0,3200.0,320.0,54286.6,40.0,34247100.0,10,,,,,,
21/077,2021-09-04,5.0,8.0,29.0,31.0,32.0,36.0,12.0,,2.0,4.0,3.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.5,853490.0,67.0,67930.0,204.5,9600.0,3195.7,640.0,6169.3,320.0,61929.7,40.0,38824391.0,5,,,,,,
21/078,2021-09-07,2.0,7.0,21.0,23.0,27.0,36.0,40.0,36,4.0,2.0,4.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2133920.0,80.7,70510.0,190.0,9600.0,5476.1,640.0,4718.4,320.0,95678.6,40.0,48701656.0,2,,,,,,
21/079,2021-09-09,7.0,22.0,24.0,31.0,33.0,37.0,39.0,7,3.0,3.0,4.0,2.0,1.0,0.0,2.0,3.0,0.0,0.5,13836130.0,0.5,1216005.0,83.9,77290.0,212.0,9600.0,4636.5,640.0,6167.4,320.0,89665.7,40.0,52555055.0,7,,,,,,
21/080,2021-09-11,12.0,26.0,31.0,37.0,38.0,44.0,16.0,"31,37",1.0,5.0,2.0,4.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.5,915740.0,56.0,109010.0,150.5,9600.0,3390.5,640.0,4538.3,320.0,63168.7,40.0,45121486.0,12,,,,,,
21/081,2021-09-14,7.0,8.0,32.0,33.0,39.0,49.0,23.0,,2.0,4.0,4.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,9629500.0,4.5,516170.0,157.5,39320.0,292.7,9600.0,5117.9,640.0,8372.7,320.0,91319.8,40.0,54507496.0,7,,,,,,
21/082,2021-09-16,1.0,6.0,11.0,20.0,32.0,35.0,22.0,32,4.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.5,969880.0,53.0,73190.0,165.5,9600.0,3364.9,640.0,5043.2,320.0,64153.0,40.0,34407969.0,1,,,,,,
21/083,2021-09-21,14.0,15.0,25.0,26.0,32.0,45.0,2.0,32,2.0,4.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,85976090.0,2.5,3463470.0,243.5,94820.0,667.0,9600.0,14677.5,640.0,19169.2,320.0,267607.1,40.0,177905377.0,14,,,,,,
21/084,2021-09-23,2.0,4.0,10.0,17.0,38.0,41.0,47.0,,4.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,249250.0,87.5,9600.0,2373.0,640.0,3029.0,320.0,51159.4,40.0,31509826.0,2,,,,,,
21/085,2021-09-25,15.0,18.0,32.0,43.0,45.0,47.0,12.0,,2.0,4.0,4.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,2135110.0,56.0,101670.0,104.5,9600.0,2327.5,640.0,3754.0,320.0,48025.9,40.0,39364722.0,15,,,,,,
21/086,2021-09-28,2.0,23.0,31.0,38.0,43.0,45.0,40.0,"43,45",2.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,51.5,139050.0,123.5,9600.0,3587.2,640.0,4185.2,320.0,70995.0,40.0,50619232.0,2,,,,,,
21/087,2021-09-30,2.0,3.0,11.0,20.0,24.0,47.0,48.0,2,5.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.5,1787770.0,78.5,91090.0,178.0,9600.0,5241.1,640.0,6412.0,320.0,96019.3,40.0,56669596.0,2,,,,,,
21/088,2021-10-02,6.0,12.0,19.0,31.0,47.0,48.0,41.0,47,3.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,43856210.0,1.0,3024980.0,88.0,91660.0,195.5,9600.0,5138.0,640.0,5717.5,320.0,96120.0,40.0,61112232.0,6,,,,,,
21/089,2021-10-05,19.0,20.0,26.0,29.0,32.0,48.0,38.0,"19,48",2.0,4.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.5,1288340.0,47.5,108490.0,106.0,9600.0,2245.5,640.0,3601.0,320.0,47050.2,40.0,36382712.0,19,,,,,,
21/090,2021-10-07,8.0,11.0,19.0,21.0,24.0,47.0,23.0,19,5.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1750520.0,76.0,61420.0,196.0,9600.0,3832.6,640.0,5932.8,320.0,71325.7,40.0,40574782.0,8,,,,,,
21/091,2021-10-14,2.0,6.0,9.0,27.0,43.0,45.0,35.0,,3.0,3.0,4.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,1481555.0,76.5,103280.0,196.0,9600.0,5950.0,640.0,6649.5,320.0,113843.3,40.0,63109147.0,2,,,,,,
21/092,2021-10-16,3.0,14.0,16.0,23.0,38.0,46.0,2.0,,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.5,15501425.0,0.5,1230060.0,76.5,85750.0,167.5,9600.0,3868.6,640.0,5878.0,320.0,74544.7,40.0,49943620.0,3,,,,,,
21/093,2021-10-19,7.0,13.0,15.0,19.0,24.0,37.0,2.0,,5.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2023820.0,90.5,59630.0,257.0,9600.0,5518.2,640.0,7406.3,320.0,90379.5,40.0,49649202.0,7,,,,,,
21/094,2021-10-21,6.0,9.0,11.0,13.0,15.0,47.0,38.0,"13,15",5.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1169130.0,97.0,64280.0,268.0,9600.0,6183.4,640.0,7506.5,320.0,109441.2,40.0,56370441.0,6,,,,,,
21/095,2021-10-26,9.0,14.0,23.0,28.0,34.0,48.0,36.0,9,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,83352030.0,6.5,1197540.0,257.5,80610.0,722.5,9600.0,14099.0,640.0,18212.6,320.0,271572.9,40.0,166066708.0,9,,,,,,
21/096,2021-10-28,1.0,5.0,17.0,26.0,34.0,48.0,42.0,"34,48",3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,114600.0,122.0,9600.0,2464.2,640.0,3298.5,320.0,51074.6,40.0,34149467.0,1,,,,,,
21/097,2021-10-30,3.0,14.0,37.0,41.0,42.0,45.0,4.0,,2.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,699880.0,39.0,143560.0,138.0,9600.0,2338.2,640.0,3897.3,320.0,46102.5,40.0,39434258.0,3,,,,,,
21/098,2021-11-02,4.0,5.0,24.0,33.0,44.0,49.0,41.0,,3.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,117.5,52000.0,151.5,9600.0,6107.0,640.0,4538.5,320.0,95979.4,40.0,50815089.0,4,,,,,,
21/099,2021-11-04,3.0,22.0,30.0,32.0,40.0,43.0,5.0,,2.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,33197770.0,0.0,0.0,109.0,65350.0,175.0,9600.0,5213.4,640.0,5554.1,320.0,90122.3,40.0,55501482.0,3,,,,,,
21/100,2021-11-06,13.0,15.0,40.0,41.0,42.0,49.0,21.0,40,2.0,4.0,4.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,951860.0,28.5,178120.0,75.0,9600.0,2211.0,640.0,2702.5,320.0,40564.0,40.0,34387168.0,13,,,,,,
21/101,2021-11-09,3.0,11.0,15.0,25.0,30.0,45.0,33.0,15,3.0,3.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.5,7030745.0,2.0,946450.0,94.2,53580.0,218.0,9600.0,4507.7,640.0,5530.2,320.0,77530.6,40.0,43918795.0,3,,,,,,
21/102,2021-11-11,10.0,13.0,31.0,37.0,40.0,46.0,15.0,,2.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1071380.0,40.5,141080.0,116.0,9600.0,2734.2,640.0,3302.7,320.0,55354.2,40.0,40430400.0,10,,,,,,
21/103,2021-11-14,1.0,11.0,15.0,21.0,24.0,28.0,8.0,,5.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.5,300710.0,104.0,34690.0,498.2,9600.0,5580.6,640.0,10320.6,320.0,92163.4,40.0,45897344.0,1,,,,,,
21/104,2021-11-16,9.0,13.0,25.0,27.0,33.0,36.0,35.0,,2.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,23567110.0,0.0,0.0,117.5,45750.0,199.0,9600.0,5429.0,640.0,6030.6,320.0,91699.1,40.0,47690457.0,9,,,,,,
21/105,2021-11-18,2.0,16.0,23.0,25.0,29.0,38.0,18.0,25,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.5,726860.0,54.0,71780.0,237.0,9600.0,3199.6,640.0,5844.4,320.0,57965.2,40.0,35484723.0,2,,,,,,
21/106,2021-11-20,18.0,19.0,24.0,38.0,39.0,42.0,41.0,38,3.0,3.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,64.5,70950.0,171.0,9600.0,3635.5,640.0,4352.6,320.0,61985.9,40.0,37801638.0,18,,,,,,
21/107,2021-11-23,2.0,6.0,11.0,22.0,34.0,38.0,7.0,38,4.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.5,689880.0,104.5,44010.0,304.5,9600.0,5193.9,640.0,9203.7,320.0,90642.0,40.0,47135894.0,2,,,,,,
21/108,2021-11-25,10.0,28.0,36.0,39.0,47.0,48.0,44.0,,1.0,5.0,2.0,4.0,1.0,0.0,1.0,2.0,2.0,0.5,13999935.0,3.5,688990.0,71.0,90570.0,172.5,9600.0,3713.5,640.0,4894.0,320.0,70275.9,40.0,48289325.0,10,,,,,,
21/109,2021-11-27,2.0,14.0,30.0,41.0,42.0,44.0,22.0,,2.0,4.0,1.0,5.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,704790.0,50.5,111650.0,155.0,9600.0,2685.5,640.0,4382.5,320.0,53932.8,40.0,41215513.0,2,,,,,,
21/110,2021-11-30,1.0,17.0,22.0,26.0,38.0,44.0,8.0,44,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1169340.0,78.5,79440.0,259.5,9600.0,3890.5,640.0,7503.1,320.0,77217.6,40.0,51118764.0,1,,,,,,
21/111,2021-12-02,3.0,21.0,26.0,36.0,38.0,49.0,9.0,"26,38",2.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.5,17324030.0,1.0,2429630.0,79.0,82010.0,278.7,9600.0,3987.4,640.0,7945.9,320.0,75811.5,40.0,52966895.0,3,,,,,,
21/112,2021-12-04,1.0,21.0,24.0,29.0,44.0,46.0,19.0,21,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,43.5,142480.0,134.5,9600.0,2658.0,640.0,4584.5,320.0,57661.3,40.0,44061675.0,1,,,,,,
21/113,2021-12-07,4.0,13.0,19.0,21.0,35.0,43.0,27.0,21,4.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,35204920.0,4.0,715320.0,80.5,94780.0,219.0,9600.0,4186.9,640.0,6283.5,320.0,83938.3,40.0,57615068.0,4,,,,,,
21/114,2021-12-09,4.0,7.0,9.0,13.0,15.0,43.0,1.0,"4,13,43",5.0,1.0,5.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,165960.0,78.5,33820.0,396.0,9600.0,3883.6,640.0,8962.7,320.0,64779.7,40.0,33773073.0,4,,,,,,
21/115,2021-12-11,7.0,21.0,34.0,35.0,42.0,48.0,41.0,7,2.0,4.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,938690.0,47.0,106510.0,144.0,9600.0,3252.6,640.0,3407.5,320.0,50083.6,40.0,37614030.0,7,,,,,,
21/116,2021-12-14,7.0,24.0,29.0,36.0,41.0,43.0,35.0,7,2.0,4.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.5,1552600.0,56.5,109910.0,160.5,9600.0,3257.7,640.0,4421.9,320.0,63841.9,40.0,45659354.0,7,,,,,,
21/117,2021-12-16,5.0,6.0,19.0,43.0,47.0,49.0,39.0,43,3.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.5,1554070.0,59.5,104470.0,208.0,9600.0,3916.5,640.0,6185.0,320.0,73771.0,40.0,49094689.0,5,,,,,,
21/118,2021-12-19,12.0,20.0,21.0,26.0,33.0,42.0,9.0,,3.0,3.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,576750.0,117.5,52350.0,304.0,9600.0,6028.7,640.0,9555.4,320.0,104213.1,40.0,57230309.0,12,,,,,,
21/119,2021-12-21,11.0,12.0,16.0,32.0,43.0,44.0,41.0,12,3.0,3.0,2.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,1542380.0,113.0,72790.0,247.5,9600.0,5845.0,640.0,7667.9,320.0,107379.3,40.0,65675419.0,11,,,,,,
21/120,2021-12-23,3.0,9.0,11.0,17.0,22.0,44.0,23.0,"11,44",5.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,1.5,35231080.0,3.5,862760.0,222.5,36190.0,524.0,9600.0,10052.3,640.0,13377.2,320.0,158886.8,40.0,81892835.0,3,,,,,,
21/121,2021-12-25,8.0,11.0,20.0,30.0,35.0,40.0,27.0,11,3.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,671920.0,82.6,43380.0,132.7,9600.0,4509.8,640.0,3769.2,320.0,62224.0,40.0,32778401.0,8,,,,,,
21/122,2021-12-28,21.0,25.0,30.0,33.0,36.0,49.0,3.0,30,1.0,5.0,4.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,700510.0,47.5,117980.0,150.0,9600.0,2897.6,640.0,4737.7,320.0,58167.9,40.0,41727918.0,21,,,,,,
21/123,2021-12-30,20.0,21.0,22.0,29.0,34.0,35.0,7.0,21,3.0,3.0,3.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,374240.0,89.0,56060.0,369.0,9600.0,4572.7,640.0,8660.6,320.0,74930.2,40.0,48048327.0,20,,,,,,
22/001,2022-01-04,2.0,8.0,12.0,14.0,20.0,47.0,36.0,20,5.0,1.0,1.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,4.5,1824050.0,349.5,62620.0,661.0,9600.0,19225.6,640.0,20417.2,320.0,332422.3,40.0,182618372.0,2,,,,,,
